accno,store_name,rep_code,rep_name,health_score,tier_code,tier_label,tier_emoji,freq_3m,freq_6m,freq_12m,freq_score,visits_6m,visits_per_month,days_since_purchase,cadence_score,n_cats_all,n_cats_12m,cats_12m,basket_score,sku_depth_score,sku_depth_detail,trend_slope_pct,trend_score
KY006,YMM Motors,1,1,34.3,dormant,Dead / Dormant,🔴,0.0,0.17,1.92,4.2,0,0.0,173,0.0,9,8,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Woodcare",76.4,18.8,Accessories:15.2%; QD Enamel:1.9%; Enamel:1.1%; Primers:7.5%; General:6.2%; PVA Paints:0.3%; Floor & Roof Paints:1.4%; Woodcare:4.0%,0.0,50.0
KB115,Build Africa Hardware,BM,Byron Minnie,34.3,at_risk,At-Risk,🟠,2.67,1.34,0.67,33.5,0,0.0,20,0.0,6,6,"Enamel, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",54.5,63.8,Woodcare:40.0%; Enamel:7.7%; QD Enamel:5.8%; Specialised Coatings:33.3%; PVA Paints:3.9%; Primers:5.0%,-64.75,0.0
KC053,Choice Build Hardware Siloam,AP,Amit Patel,34.2,at_risk,At-Risk,🟠,0.67,0.33,0.17,8.2,0,0.0,39,0.0,8,8,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Woodcare",72.7,69.2,PVA Paints:3.9%; Enamel:4.4%; Primers:7.5%; Putty:37.5%; General:4.2%; Accessories:15.2%; QD Enamel:5.8%; Woodcare:60.0%,-16.7,0.0
KA113,Alex Hardware Devon,NP,Nikhil Panchal,34.2,at_risk,At-Risk,🟠,0.67,0.5,0.33,12.5,2,0.33,18,16.7,6,6,"Enamel, General, Primers, Putty, QD Enamel, Woodcare",54.5,81.8,Enamel:14.8%; Primers:15.0%; Woodcare:28.0%; QD Enamel:8.7%; Putty:50.0%; General:6.2%,-77.73,0.0
KS131,Strong Build,AP,Amit Patel,33.7,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,0,0.0,40,0.0,7,7,"Accessories, Enamel, General, PVA Paints, Primers, Putty, Woodcare",63.6,40.7,PVA Paints:3.6%; Enamel:4.9%; Primers:5.0%; Woodcare:4.0%; Putty:37.5%; General:4.2%; Accessories:12.1%,0.0,50.0
KD033,DIY Depo ( Petrus Styne),AP,Amit Patel,33.6,at_risk,At-Risk,🟠,0.33,0.5,0.42,12.5,0,0.0,80,0.0,9,7,"Accessories, Enamel, Floor & Roof Paints, General, Primers, QD Enamel, Woodcare",70.9,61.5,Enamel:20.8%; Primers:10.0%; Woodcare:60.0%; QD Enamel:2.9%; Floor & Roof Paints:6.8%; General:4.2%; Accessories:3.0%,-51.26,0.0
KN022,M H I Hardware (Nkambako H/W,BV,Bhadresh Vallabh,33.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.5,0.0,3,0.5,305,5.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,55.0,Enamel:8.7%; Floor & Roof Paints:6.8%; Primers:15.0%; Waterproofing:15.8%; Woodcare:48.0%; General:4.2%; QD Enamel:11.5%; Accessories:12.1%; PVA Paints:1.6%,,0.0
KW013,Wood Corner Pty Ltd,BV,Bhadresh Vallabh,33.3,at_risk,At-Risk,🟠,0.67,0.5,0.5,12.5,3,0.5,63,25.0,8,7,"Accessories, Enamel, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",67.3,41.3,PVA Paints:0.3%; Primers:10.0%; Woodcare:48.0%; Specialised Coatings:8.3%; QD Enamel:1.0%; Enamel:1.6%; Accessories:3.0%,-37.75,0.0
KG010,Gardees (Pty) Ltd,BV,Bhadresh Vallabh,33.1,at_risk,At-Risk,🟠,0.33,0.5,0.58,12.5,0,0.0,76,0.0,8,8,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Woodcare",72.7,54.7,Enamel:10.9%; Accessories:18.2%; Primers:5.0%; General:14.6%; QD Enamel:2.9%; PVA Paints:1.3%; Woodcare:44.0%; Putty:12.5%,-154.36,0.0
KS005,Skeerpoort Handelhuis,BV,Bhadresh Vallabh,32.9,dormant,Dead / Dormant,🔴,0.0,0.33,0.83,8.2,4,0.67,173,13.3,5,3,"Enamel, Putty, QD Enamel",34.5,73.2,QD Enamel:3.8%; Enamel:1.1%; Putty:50.0%,0.0,50.0
KB007,F.Bham & Co,BV,Bhadresh Vallabh,32.8,at_risk,At-Risk,🟠,0.33,1.0,0.92,25.0,0,0.0,60,0.0,9,7,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Putty, Waterproofing, Woodcare",70.9,34.9,PVA Paints:3.2%; Enamel:6.6%; Floor & Roof Paints:1.4%; Waterproofing:5.3%; Woodcare:20.0%; Putty:12.5%; Accessories:12.1%,-45.09,0.0
KM094,Al-Kauthar Inv TA Mas HW,AP,Amit Patel,32.8,at_risk,At-Risk,🟠,0.33,0.17,0.25,4.2,0,0.0,81,0.0,9,6,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, Waterproofing",65.5,30.6,PVA Paints:4.5%; Enamel:10.9%; Primers:5.0%; Waterproofing:21.1%; Floor & Roof Paints:1.4%; Accessories:3.0%,0.0,50.0
KA101,AD Fancy Goods TA,BV,Bhadresh Vallabh,32.5,at_risk,At-Risk,🟠,1.0,0.67,0.83,16.8,0,0.0,12,0.0,9,6,"Accessories, Enamel, PVA Paints, Putty, QD Enamel, Woodcare",65.5,57.4,Enamel:13.1%; Putty:37.5%; QD Enamel:1.9%; PVA Paints:2.6%; Woodcare:28.0%; Accessories:3.0%,-23.31,0.0
KL006,LCS Wholesalers (Kanye) P L,NP,Nikhil Panchal,31.8,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,0,0.0,151,0.0,7,5,"Primers, Putty, QD Enamel, Waterproofing, Woodcare",52.7,49.4,Primers:2.5%; Waterproofing:10.5%; Woodcare:20.0%; Putty:25.0%; QD Enamel:3.8%,0.0,50.0
KQ001,Khavhande Trading store,NP,Nikhil Panchal,31.4,at_risk,At-Risk,🟠,0.67,0.67,0.67,16.8,0,0.0,54,0.0,8,5,"Accessories, Enamel, General, QD Enamel, Woodcare",56.4,68.8,Enamel:16.9%; Woodcare:40.0%; General:8.3%; Accessories:12.1%; QD Enamel:8.7%,-54.71,0.0
KV003,Volta Hardware,Z1,Z1,31.3,dormant,Dead / Dormant,🔴,0.0,0.5,0.75,12.5,0,0.0,151,0.0,4,4,"Enamel, Floor & Roof Paints, General, Woodcare",36.4,65.2,Enamel:9.8%; Woodcare:36.0%; General:16.7%; Floor & Roof Paints:2.7%,0.0,50.0
KV007,Vendaland H W & Furniture,AP,Amit Patel,31.1,at_risk,At-Risk,🟠,0.33,0.17,0.58,4.2,2,0.33,70,16.7,5,5,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Woodcare",45.5,42.8,PVA Paints:1.3%; Floor & Roof Paints:1.4%; Woodcare:36.0%; Accessories:12.1%; Enamel:2.7%,0.0,50.0
KD062,Deanans Auto Paints,AC,Aboo Cassim,30.8,dormant,Dead / Dormant,🔴,0.0,0.67,0.83,16.8,6,1.0,147,30.0,2,2,"Accessories, PVA Paints",18.2,10.6,PVA Paints:2.3%; Accessories:3.0%,128.76,100.0
KF032,Alex Hardware,NP,Nikhil Panchal,30.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.42,0.0,0,0.0,230,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,23.1,Enamel:4.9%; Floor & Roof Paints:10.8%; Woodcare:12.0%; General:2.1%; PVA Paints:1.0%; QD Enamel:3.8%; Primers:5.0%; Waterproofing:2.6%; Putty:12.5%; Accessories:3.0%,,0.0
KM013,Moollas Hardware & Furniture,NP,Nikhil Panchal,30.5,at_risk,At-Risk,🟠,1.0,0.67,0.92,16.8,4,0.67,47,33.3,8,4,"Enamel, PVA Paints, Primers, QD Enamel",50.9,40.0,Enamel:23.5%; PVA Paints:6.1%; QD Enamel:2.9%; Primers:7.5%,-59.63,0.0
KP048,P Shah,Z1,Z1,30.4,at_risk,At-Risk,🟠,1.0,1.0,2.83,25.0,0,0.0,3,0.0,8,8,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Waterproofing, Woodcare",72.7,15.6,PVA Paints:3.9%; Enamel:3.3%; Waterproofing:7.9%; Accessories:6.1%; Woodcare:4.0%; General:2.1%; Floor & Roof Paints:1.4%; Primers:2.5%,-12.83,0.0
KM164,Mas Hardware,AP,Amit Patel,30.3,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,1,0.17,112,0.0,7,7,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Woodcare",63.6,17.5,PVA Paints:1.9%; Enamel:6.6%; Primers:5.0%; Woodcare:8.0%; General:4.2%; Accessories:3.0%; QD Enamel:1.9%,0.0,50.0
KU009,Unibiz Exports Trading,AC,Aboo Cassim,29.5,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,5,0.83,98,21.7,1,1,Woodcare,9.1,100.0,Woodcare:28.0%,0.0,50.0
KU005,Candyland General Trading,AP,Amit Patel,29.0,dormant,Dead / Dormant,🔴,0.0,0.5,0.58,12.5,0,0.0,98,0.0,9,6,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel",65.5,41.3,Enamel:23.5%; PVA Paints:5.5%; Floor & Roof Paints:13.5%; QD Enamel:11.5%; Primers:5.0%; Accessories:3.0%,-58.67,0.0
KH048,Hardware City,AC,Aboo Cassim,29.0,at_risk,At-Risk,🟠,0.67,0.67,1.0,16.8,0,0.0,7,0.0,6,4,"Enamel, Floor & Roof Paints, PVA Paints, Woodcare",43.6,78.1,Woodcare:68.0%; Enamel:4.4%; Floor & Roof Paints:5.4%; PVA Paints:0.3%,-18.15,0.0
KM163,Maxi Hardware,BV,Bhadresh Vallabh,28.9,at_risk,At-Risk,🟠,0.67,0.5,0.33,12.5,4,0.67,3,33.3,6,6,"Enamel, General, PVA Paints, Primers, QD Enamel, Woodcare",54.5,29.8,PVA Paints:4.9%; Enamel:7.1%; Primers:2.5%; Woodcare:16.0%; General:10.4%; QD Enamel:3.8%,-27.43,0.0
KZ011,Z Build Khubvi,AP,Amit Patel,28.8,dormant,Dead / Dormant,🔴,0.0,0.33,0.5,8.2,0,0.0,95,0.0,8,7,"Accessories, Enamel, General, PVA Paints, Putty, QD Enamel, Waterproofing",67.3,43.8,PVA Paints:2.3%; Enamel:7.1%; Putty:37.5%; Accessories:12.1%; Waterproofing:10.5%; QD Enamel:2.9%; General:4.2%,-33.18,0.0
KM091,Malebeswa Investment (Pty) Ltd,NP,Nikhil Panchal,28.5,dormant,Dead / Dormant,🔴,0.0,0.33,0.17,8.2,2,0.33,118,0.0,8,8,"Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",72.7,30.9,PVA Paints:1.0%; Primers:2.5%; Enamel:5.5%; Waterproofing:15.8%; Woodcare:8.0%; Putty:12.5%; QD Enamel:1.9%; General:14.6%,-125.18,0.0
KP013,Patels Hardware,BV,Bhadresh Vallabh,28.5,at_risk,At-Risk,🟠,0.33,0.17,0.5,4.2,0,0.0,33,0.0,6,5,"Accessories, Floor & Roof Paints, General, PVA Paints, Putty",49.1,34.5,PVA Paints:5.5%; Putty:25.0%; Accessories:9.1%; Floor & Roof Paints:1.4%; General:2.1%,0.0,50.0
KJ039,Jabula HW,NP,Nikhil Panchal,28.4,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,2,0.33,66,16.7,5,5,"Accessories, Enamel, PVA Paints, QD Enamel, Waterproofing",45.5,24.8,Enamel:9.8%; Waterproofing:7.9%; PVA Paints:2.6%; QD Enamel:7.7%; Accessories:3.0%,0.0,50.0
KR003,Ammo Distributors (PTY) LTD,NP,Nikhil Panchal,28.0,dormant,Dead / Dormant,🔴,0.0,0.33,0.33,8.2,0,0.0,97,0.0,9,6,"Enamel, General, PVA Paints, Primers, QD Enamel, Woodcare",65.5,42.1,PVA Paints:0.3%; Primers:7.5%; Enamel:8.2%; Woodcare:32.0%; General:10.4%; QD Enamel:4.8%,-57.68,0.0
KF033,241 Fairview,BM,Byron Minnie,27.7,at_risk,At-Risk,🟠,0.33,0.17,2.0,4.2,0,0.0,18,0.0,6,6,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, Woodcare",54.5,18.4,Floor & Roof Paints:2.7%; Primers:10.0%; PVA Paints:1.3%; Accessories:9.1%; Enamel:0.5%; Woodcare:4.0%,0.0,50.0
KU006,U Save Glass and Hardware,AP,Amit Patel,27.7,at_risk,At-Risk,🟠,0.33,0.5,0.42,12.5,1,0.17,21,8.3,7,4,"Accessories, General, PVA Paints, Putty",47.3,61.1,PVA Paints:3.9%; Putty:50.0%; General:4.2%; Accessories:3.0%,-33.28,0.0
KT014,Timber City,AC,Aboo Cassim,27.6,at_risk,At-Risk,🟠,1.34,1.0,0.75,25.0,0,0.0,24,0.0,4,4,"Accessories, General, Putty, QD Enamel",36.4,62.2,Accessories:21.2%; General:8.3%; QD Enamel:7.7%; Putty:25.0%,-8.6,7.0
KA106,Afia PTY (LTD) t/a,NP,Nikhil Panchal,27.5,at_risk,At-Risk,🟠,0.33,0.33,0.17,8.2,0,0.0,90,0.0,8,7,"Accessories, Enamel, Floor & Roof Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",67.3,35.4,Enamel:2.2%; Floor & Roof Paints:10.8%; Primers:5.0%; Specialised Coatings:8.3%; Accessories:6.1%; QD Enamel:13.5%; Woodcare:16.0%,-31.97,0.0
KB085,Best Build Hardware,AC,Aboo Cassim,27.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,361,0.0,6,6,"Accessories, Floor & Roof Paints, General, PVA Paints, Waterproofing, Woodcare",54.5,73.1,PVA Paints:4.9%; Floor & Roof Paints:5.4%; Waterproofing:21.1%; Woodcare:68.0%; General:4.2%; Accessories:6.1%,,0.0
KM031,Mica Hardware - Purple Rain,NP,Nikhil Panchal,26.8,narrow,Active but Narrow,🟡,1.34,1.5,1.25,37.5,4,0.67,4,33.3,3,2,"Enamel, PVA Paints",21.8,39.0,Enamel:16.9%; PVA Paints:2.6%,-31.69,0.0
KM076,Moosas Supermarket,AP,Amit Patel,26.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.17,0.0,4,0.67,193,13.3,7,6,"Enamel, Floor & Roof Paints, General, PVA Paints, Putty, Woodcare",58.2,47.9,PVA Paints:1.3%; Enamel:8.7%; Floor & Roof Paints:4.1%; Woodcare:16.0%; General:4.2%; Putty:37.5%,,0.0
KR045,Rohaan Hardware,BV,Bhadresh Vallabh,25.9,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,0,0.0,33,0.0,4,4,"Enamel, PVA Paints, QD Enamel, Woodcare",36.4,42.8,PVA Paints:2.9%; Enamel:7.1%; Woodcare:28.0%; QD Enamel:4.8%,0.0,50.0
KF009,Fairplay Store,BV,Bhadresh Vallabh,25.9,at_risk,At-Risk,🟠,1.0,1.17,1.08,29.2,0,0.0,5,0.0,5,5,"Accessories, Enamel, Primers, QD Enamel, Waterproofing",45.5,33.3,Enamel:13.1%; Waterproofing:21.1%; QD Enamel:1.9%; Accessories:3.0%; Primers:2.5%,-30.09,0.0
KB075,Burgersfort Wood Centre,AP,Amit Patel,25.7,dormant,Dead / Dormant,🔴,0.0,0.17,0.17,4.2,0,0.0,165,0.0,7,5,"PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",52.7,8.9,PVA Paints:1.0%; Primers:2.5%; Woodcare:4.0%; QD Enamel:1.0%; Waterproofing:2.6%,0.0,50.0
KA116,Allandale Trading CC,BM,Byron Minnie,25.5,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,0,0.0,49,0.0,4,4,"PVA Paints, Primers, QD Enamel, Woodcare",36.4,40.4,PVA Paints:1.0%; Primers:17.5%; Woodcare:20.0%; QD Enamel:1.9%,0.0,50.0
KB114,Builderstown Hyper (PTY) LTD,AP,Amit Patel,24.9,at_risk,At-Risk,🟠,0.67,0.33,0.17,8.2,0,0.0,7,0.0,6,6,"Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel",54.5,43.3,PVA Paints:18.1%; Enamel:1.6%; Floor & Roof Paints:8.1%; Primers:5.0%; General:6.2%; QD Enamel:26.0%,-144.71,0.0
KC008,C G Industrial Equipment P L,NP,Nikhil Panchal,24.9,at_risk,At-Risk,🟠,0.67,0.84,1.0,21.0,0,0.0,24,0.0,4,4,"Accessories, Enamel, QD Enamel, Specialised Coatings",36.4,41.7,Enamel:13.1%; QD Enamel:5.8%; Specialised Coatings:16.7%; Accessories:6.1%,-6.72,16.4
KF030,Fairplay Hardware (Mabopane),BV,Bhadresh Vallabh,24.6,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,0,0.0,109,0.0,5,4,"Accessories, Enamel, Primers, Waterproofing",40.0,27.2,Primers:2.5%; Enamel:3.3%; Waterproofing:18.4%; Accessories:3.0%,0.0,50.0
KM105,Monyakeng Hardware,AP,Amit Patel,24.4,dormant,Dead / Dormant,🔴,0.0,0.33,0.33,8.2,2,0.33,116,0.0,7,7,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Waterproofing",63.6,22.0,PVA Paints:2.6%; Floor & Roof Paints:4.1%; Enamel:9.8%; Primers:5.0%; Waterproofing:5.3%; QD Enamel:8.7%; Accessories:3.0%,-57.47,0.0
KA103,Al Madinah Hardware,AC,Aboo Cassim,24.2,dormant,Dead / Dormant,🔴,0.0,0.5,0.42,12.5,0,0.0,95,0.0,7,5,"Enamel, Floor & Roof Paints, Primers, QD Enamel, Specialised Coatings",52.7,35.1,Enamel:7.7%; Primers:5.0%; Specialised Coatings:16.7%; Floor & Roof Paints:6.8%; QD Enamel:7.7%,-11.67,0.0
KM141,Memel Hardware,AP,Amit Patel,23.7,at_risk,At-Risk,🟠,0.33,0.17,0.17,4.2,0,0.0,21,0.0,3,3,"General, PVA Paints, Putty",27.3,46.1,PVA Paints:1.3%; Putty:25.0%; General:8.3%,0.0,50.0
KT027,Totalbuild,AC,Aboo Cassim,23.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.17,0.0,0,0.0,248,0.0,7,6,"Accessories, Enamel, General, PVA Paints, Waterproofing, Woodcare",58.2,40.3,PVA Paints:2.6%; Enamel:4.4%; Woodcare:32.0%; Waterproofing:13.2%; General:2.1%; Accessories:6.1%,,0.0
KR041,Raza Auto Spares,BV,Bhadresh Vallabh,23.4,at_risk,At-Risk,🟠,0.33,0.33,0.33,8.2,0,0.0,7,0.0,1,1,Accessories,9.1,24.4,Accessories:6.1%,20.29,100.0
KF031,Fairplay Kwamhlange (PTY) Ltd,BV,Bhadresh Vallabh,22.5,at_risk,At-Risk,🟠,0.33,0.5,0.42,12.5,0,0.0,60,0.0,5,5,"Accessories, Enamel, Primers, QD Enamel, Waterproofing",45.5,38.0,Enamel:11.5%; Waterproofing:21.1%; QD Enamel:1.9%; Accessories:3.0%; Primers:10.0%,-42.33,0.0
KK036,Khotawala Hardware,NP,Nikhil Panchal,22.2,dormant,Dead / Dormant,🔴,0.0,0.33,0.17,8.2,0,0.0,98,0.0,6,5,"Accessories, Enamel, General, Primers, Woodcare",49.1,36.0,Enamel:10.9%; Primers:5.0%; Woodcare:24.0%; Accessories:3.0%; General:2.1%,-36.3,0.0
KT035,Totalbuild (Vosloorus),AC,Aboo Cassim,22.0,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,313,0.0,6,6,"Accessories, Enamel, General, PVA Paints, Waterproofing, Woodcare",54.5,37.9,PVA Paints:1.3%; Enamel:2.7%; Waterproofing:10.5%; Woodcare:32.0%; General:4.2%; Accessories:6.1%,,0.0
KM096,Mykatrade 510 (Pty) Ltd,AP,Amit Patel,21.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.17,0.0,3,0.5,209,5.0,8,5,"Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel",56.4,25.3,PVA Paints:5.8%; Enamel:10.4%; Floor & Roof Paints:8.1%; Primers:2.5%; QD Enamel:4.8%,,0.0
KA110,Ace Steel And Roofing,NP,Nikhil Panchal,21.3,at_risk,At-Risk,🟠,1.34,0.84,0.83,21.0,0,0.0,12,0.0,1,1,Enamel,9.1,4.4,Enamel:1.1%,6.87,84.4
KE037,Epic Foods (Pty) Ltd,AC,Aboo Cassim,21.0,at_risk,At-Risk,🟠,0.67,0.67,0.5,16.8,0,0.0,31,0.0,7,5,"Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel",52.7,6.6,Primers:5.0%; Floor & Roof Paints:1.4%; QD Enamel:1.0%; PVA Paints:0.3%; Enamel:0.5%,-70.97,0.0
KB022,Bethani Hardware,BV,Bhadresh Vallabh,20.9,at_risk,At-Risk,🟠,0.33,0.5,0.42,12.5,0,0.0,26,0.0,4,2,"PVA Paints, QD Enamel",25.5,12.8,PVA Paints:1.6%; QD Enamel:4.8%,0.92,54.6
KE040,Exclusive Wholesalers,AC,Aboo Cassim,19.9,dormant,Dead / Dormant,🔴,0.0,0.17,0.92,4.2,0,0.0,95,0.0,2,2,"PVA Paints, Waterproofing",18.2,39.4,PVA Paints:6.5%; Waterproofing:13.2%,0.0,50.0
KE031,IL Molino (PTY) Ltd,AC,Aboo Cassim,19.8,at_risk,At-Risk,🟠,0.33,0.5,0.5,12.5,0,0.0,6,0.0,6,5,"Accessories, Enamel, PVA Paints, Primers, QD Enamel",49.1,13.2,Enamel:1.6%; Primers:7.5%; PVA Paints:0.3%; Accessories:6.1%; QD Enamel:1.0%,-39.96,0.0
KV010,V S General  Dealers,AP,Amit Patel,19.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.25,0.0,0,0.0,227,0.0,7,4,"Accessories, Enamel, PVA Paints, Woodcare",47.3,36.0,PVA Paints:0.6%; Accessories:12.1%; Enamel:3.3%; Woodcare:20.0%,,0.0
KP060,Pepper Tree Lane Body Corporat,BM,Byron Minnie,19.0,at_risk,At-Risk,🟠,0.33,0.33,0.33,8.2,0,0.0,49,0.0,4,4,"Accessories, Primers, Specialised Coatings, Waterproofing",36.4,40.0,Specialised Coatings:16.7%; Primers:2.5%; Accessories:18.2%; Waterproofing:2.6%,-168.64,0.0
KS003,S.M. Hardware,NP,Nikhil Panchal,19.0,dormant,Dead / Dormant,🔴,0.0,0.0,0.17,0.0,1,0.17,191,0.0,4,3,"Accessories, General, Putty",30.9,65.1,Putty:37.5%; General:8.3%; Accessories:3.0%,,0.0
KA045,Africa Hardware,NP,Nikhil Panchal,18.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,248,0.0,7,2,"PVA Paints, Putty",36.4,52.0,PVA Paints:1.0%; Putty:25.0%,,0.0
KI016,Iconic Hardware,AP,Amit Patel,18.4,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,227,0.0,6,6,"Accessories, Enamel, PVA Paints, Primers, QD Enamel, Woodcare",54.5,13.6,Enamel:1.6%; Primers:2.5%; Woodcare:8.0%; PVA Paints:0.3%; Accessories:6.1%; QD Enamel:1.9%,,0.0
KK039,Key 2 Africa Wholesalers (PTY),KM,KM,17.7,dormant,Dead / Dormant,🔴,0.0,0.17,0.33,4.2,0,0.0,167,0.0,3,3,"PVA Paints, Primers, QD Enamel",27.3,6.4,QD Enamel:1.0%; PVA Paints:1.3%; Primers:2.5%,0.0,50.0
KB113,Burj Khalifa Properties (PTY),KM,KM,17.7,at_risk,At-Risk,🟠,0.33,0.17,0.17,4.2,0,0.0,26,0.0,3,3,"PVA Paints, Primers, QD Enamel",27.3,6.4,QD Enamel:1.0%; PVA Paints:1.3%; Primers:2.5%,0.0,50.0
KB053,Mekka Hardware,AP,Amit Patel,16.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,301,0.0,7,4,"Accessories, Enamel, Floor & Roof Paints, Woodcare",47.3,17.5,Enamel:3.8%; Woodcare:8.0%; Floor & Roof Paints:2.7%; Accessories:3.0%,,0.0
KP046,Pride Pak Packaging,BV,Bhadresh Vallabh,16.6,dormant,Dead / Dormant,🔴,0.0,0.17,0.5,4.2,0,0.0,105,0.0,3,2,"Accessories, General",21.8,10.2,General:2.1%; Accessories:3.0%,0.0,50.0
KP029,Paragon Design,Z1,Z1,16.6,dormant,Dead / Dormant,🔴,0.0,0.17,0.25,4.2,0,0.0,158,0.0,2,2,"Accessories, Waterproofing",18.2,17.4,Waterproofing:2.6%; Accessories:6.1%,0.0,50.0
KA114,AMK Hardware,BV,Bhadresh Vallabh,16.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,1,0.17,200,0.0,5,5,"Accessories, Enamel, Primers, QD Enamel, Waterproofing",45.5,19.8,Enamel:3.8%; Primers:5.0%; Waterproofing:5.3%; QD Enamel:7.7%; Accessories:3.0%,,0.0
KF022,F A P Holdings Pty Ltd ta KGN,NP,Nikhil Panchal,16.0,at_risk,At-Risk,🟠,0.33,0.33,0.33,8.2,0,0.0,77,0.0,4,4,"Accessories, Floor & Roof Paints, PVA Paints, Waterproofing",36.4,20.2,PVA Paints:2.6%; Floor & Roof Paints:4.1%; Waterproofing:10.5%; Accessories:3.0%,-23.01,0.0
KT057,Takolias Hardware Devland,AC,Aboo Cassim,16.0,at_risk,At-Risk,🟠,0.33,0.33,0.33,8.2,3,0.5,19,25.0,2,2,"Enamel, General",18.2,31.4,General:14.6%; Enamel:1.1%,-101.97,0.0
KA108,Azhari Auto Spares,AP,Amit Patel,15.9,dormant,Dead / Dormant,🔴,0.0,0.33,0.33,8.2,0,0.0,151,0.0,1,1,Accessories,9.1,24.4,Accessories:6.1%,0.0,50.0
KR042,RNC Group,KM,KM,15.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.5,0.0,0,0.0,194,0.0,7,4,"Accessories, PVA Paints, Primers, QD Enamel",47.3,10.0,PVA Paints:1.0%; Primers:5.0%; Accessories:3.0%; QD Enamel:1.0%,,0.0
KS130,Mashaole General Dealer,BV,Bhadresh Vallabh,15.4,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,322,0.0,4,4,"Accessories, Enamel, General, QD Enamel",36.4,30.2,Enamel:12.0%; General:8.3%; Accessories:6.1%; QD Enamel:3.8%,,0.0
KZ008,Zonelite Enterprises Pty Ltd,NP,Nikhil Panchal,15.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,1,0.17,265,0.0,4,4,"Enamel, Primers, Waterproofing, Woodcare",36.4,29.0,Enamel:5.5%; Primers:5.0%; Waterproofing:10.5%; Woodcare:8.0%,,0.0
KA117,African Hardware,AP,Amit Patel,15.1,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,0,0.0,39,0.0,2,2,"PVA Paints, QD Enamel",18.2,7.6,PVA Paints:1.9%; QD Enamel:1.9%,0.0,50.0
KB084,Builders at Bloem Pty Ltd,AP,Amit Patel,14.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,213,0.0,10,2,"Floor & Roof Paints, QD Enamel",47.3,4.8,Floor & Roof Paints:1.4%; QD Enamel:1.0%,,0.0
KS016,Super Stores Hardware & Elec,AC,Aboo Cassim,14.8,at_risk,At-Risk,🟠,0.67,0.5,0.42,12.5,0,0.0,11,0.0,4,2,"Enamel, QD Enamel",25.5,11.8,Enamel:4.9%; QD Enamel:1.0%,-6.97,15.1
